timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790265282.1921,0.0001,0.0,0.0,0.0,0.0
1790265282.4422,0.2502,0.0,0.0,0.0,0.0
1790265282.6922,0.5002,0.0,0.0,0.0,0.0
1790265282.9423,0.7503,0.0,0.0,0.0,0.0
1790265283.1923,1.0003,0.0,0.0,0.0,0.0
1790265283.4424,1.2504,0.0,0.0,0.0,0.0
1790265283.6924,1.5005,0.0,0.0,0.0,0.0
1790265283.9425,1.7505,0.0,0.0,0.0,0.0
1790265284.1925,2.0006,0.0,0.0,0.0,0.0
1790265284.4426,2.2506,0.0,0.0,0.0,0.0
1790265284.6927,2.5007,0.0,0.0,0.0,0.0
1790265284.9427,2.7507,0.0,0.0,0.0,0.0
1790265285.1928,3.0008,0.0,0.0,0.0,0.0
1790265285.4428,3.2508,0.0,0.0,0.0,0.0
1790265285.6929,3.5009,0.0,0.0,0.0,0.0
1790265285.9429,3.7509,0.0,0.0,0.0,0.0
1790265286.193,4.001,0.0,0.0,0.0,0.0
1790265286.443,4.251,0.0,0.0,0.0,0.0
1790265286.6931,4.5011,0.0,0.0,0.0,0.0
1790265286.9431,4.7511,0.0,0.0,0.0,0.0
1790265287.1932,5.0012,0.0,0.0,0.0,0.0
1790265287.4432,5.2512,0.0,0.0,0.0,0.0
1790265287.6933,5.5013,0.0,0.0,0.0,0.0
1790265287.9433,5.7513,0.0,0.0,0.0,0.0
1790265288.1934,6.0014,0.0,0.0,0.0,0.0
1790265288.4434,6.2514,0.0,0.0,0.0,0.0
1790265288.6935,6.5015,0.0,0.0,0.0,0.0
1790265288.9435,6.7515,0.0,0.0,0.0,0.0
1790265289.1936,7.0016,0.0,0.0,0.0,0.0
1790265289.4436,7.2517,0.0,0.0,0.0,0.0
1790265289.6937,7.5017,0.0,0.0,0.0,0.0
