timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790200193.0587,0.0001,223.0,84.0,87.0,62.0
1790200193.3088,0.2502,45.0,69.0,82.0,62.0
1790200193.5588,0.5003,29.0,67.0,79.0,61.0
1790200193.8089,0.7503,314.0,86.0,81.0,61.0
1790200194.059,1.0004,304.0,91.0,83.0,62.0
1790200194.3097,1.2512,299.0,90.0,83.0,62.0
1790200194.5598,1.5012,300.0,91.0,83.0,62.0
1790200194.8098,1.7513,294.0,91.0,83.0,62.0
1790200195.0599,2.0013,298.0,89.0,85.0,62.0
1790200195.3102,2.2516,300.0,89.0,86.0,62.0
1790200195.5603,2.5017,301.0,89.0,86.0,62.0
1790200195.8104,2.7518,299.0,89.0,86.0,62.0
1790200196.0604,3.0019,300.0,89.0,86.0,62.0
1790200196.3105,3.252,299.0,89.0,86.0,62.0
1790200196.5606,3.5021,300.0,89.0,86.0,62.0
1790200196.8107,3.7521,299.0,89.0,86.0,62.0
1790200197.0608,4.0022,300.0,89.0,86.0,62.0
1790200197.3109,4.2523,299.0,89.0,86.0,62.0
1790200197.561,4.5024,299.0,89.0,86.0,62.0
1790200197.811,4.7525,300.0,89.0,86.0,62.0
1790200198.0611,5.0025,315.0,89.0,86.0,62.0
1790200198.3112,5.2526,300.0,89.0,86.0,62.0
1790200198.5612,5.5027,299.0,89.0,86.0,62.0
1790200198.8113,5.7527,300.0,89.0,86.0,62.0
1790200199.0614,6.0028,298.0,89.0,86.0,62.0
1790200199.3115,6.2529,300.0,89.0,86.0,62.0
1790200199.5616,6.503,299.0,89.0,86.0,62.0
1790200199.8117,6.7531,299.0,89.0,87.0,62.0
1790200200.0618,7.0032,300.0,89.0,86.0,62.0
1790200200.3118,7.2533,299.0,89.0,86.0,62.0
1790200200.5619,7.5034,300.0,89.0,87.0,62.0
1790200200.812,7.7534,299.0,89.0,87.0,62.0
1790200201.0621,8.0035,300.0,89.0,88.0,62.0
1790200201.3121,8.2536,299.0,89.0,87.0,62.0
1790200201.5622,8.5036,300.0,89.0,86.0,62.0
1790200201.8123,8.7537,300.0,89.0,87.0,62.0
1790200202.0624,9.0038,299.0,89.0,87.0,62.0
1790200202.3125,9.2539,300.0,89.0,86.0,62.0
1790200202.5626,9.504,299.0,89.0,86.0,62.0
1790200202.8127,9.7541,300.0,89.0,88.0,62.0
1790200203.0628,10.0042,298.0,89.0,88.0,62.0
1790200203.3129,10.2543,300.0,89.0,87.0,62.0
1790200203.5629,10.5044,299.0,89.0,88.0,62.0
1790200203.813,10.7544,300.0,89.0,88.0,62.0
1790200204.0631,11.0045,299.0,89.0,88.0,62.0
1790200204.3132,11.2546,299.0,89.0,88.0,62.0
1790200204.5633,11.5047,300.0,89.0,88.0,62.0
1790200204.8133,11.7548,299.0,89.0,88.0,62.0
1790200205.0634,12.0049,300.0,89.0,88.0,62.0
1790200205.3135,12.255,299.0,89.0,88.0,62.0
1790200205.5636,12.5051,300.0,89.0,88.0,62.0
1790200205.8137,12.7552,299.0,89.0,88.0,62.0
1790200206.0638,13.0053,300.0,89.0,88.0,62.0
1790200206.3139,13.2553,300.0,89.0,88.0,62.0
1790200206.564,13.5054,299.0,89.0,88.0,62.0
1790200206.814,13.7555,300.0,89.0,88.0,62.0
1790200207.0641,14.0056,298.0,89.0,88.0,62.0
1790200207.3142,14.2556,300.0,89.0,88.0,62.0
1790200207.5643,14.5057,299.0,89.0,88.0,62.0
1790200207.8144,14.7558,300.0,89.0,88.0,62.0
1790200208.0645,15.0059,299.0,89.0,88.0,62.0
1790200208.3145,15.256,300.0,89.0,88.0,62.0
1790200208.5646,15.506,300.0,89.0,88.0,62.0
1790200208.8147,15.7561,299.0,89.0,88.0,62.0
1790200209.0648,16.0062,300.0,89.0,88.0,62.0
1790200209.3148,16.2563,299.0,89.0,88.0,62.0
1790200209.5649,16.5064,300.0,89.0,88.0,62.0
1790200209.815,16.7565,299.0,89.0,88.0,62.0
1790200210.0651,17.0066,300.0,89.0,88.0,62.0
1790200210.3152,17.2566,300.0,89.0,88.0,62.0
1790200210.5653,17.5067,299.0,89.0,88.0,62.0
1790200210.8154,17.7568,300.0,89.0,88.0,62.0
1790200211.0655,18.0069,298.0,89.0,88.0,62.0
1790200211.3156,18.257,300.0,89.0,88.0,62.0
1790200211.5657,18.5071,299.0,89.0,88.0,62.0
1790200211.8157,18.7572,300.0,89.0,88.0,62.0
1790200212.0658,19.0073,299.0,89.0,88.0,62.0
1790200212.3159,19.2574,300.0,89.0,88.0,62.0
1790200212.566,19.5074,300.0,89.0,88.0,62.0
1790200212.8161,19.7575,298.0,89.0,88.0,62.0
1790200213.0662,20.0076,300.0,89.0,88.0,62.0
1790200213.3162,20.2577,299.0,89.0,88.0,62.0
1790200213.5663,20.5078,300.0,89.0,88.0,62.0
1790200213.8164,20.7578,299.0,89.0,88.0,62.0
1790200214.0665,21.0079,300.0,89.0,88.0,62.0
1790200214.3166,21.258,300.0,89.0,88.0,62.0
1790200214.5666,21.5081,299.0,89.0,88.0,62.0
1790200214.8167,21.7581,300.0,89.0,88.0,63.0
1790200215.0668,22.0082,299.0,89.0,88.0,62.0
1790200215.3169,22.2583,300.0,89.0,88.0,63.0
1790200215.567,22.5084,299.0,89.0,88.0,63.0
1790200215.817,22.7585,300.0,89.0,88.0,62.0
1790200216.0671,23.0085,300.0,89.0,88.0,62.0
1790200216.3172,23.2586,299.0,89.0,88.0,62.0
1790200216.5673,23.5087,300.0,89.0,88.0,62.0
1790200216.8174,23.7588,299.0,89.0,88.0,62.0
1790200217.0675,24.0089,300.0,89.0,88.0,62.0
1790200217.3175,24.259,299.0,89.0,88.0,62.0
1790200217.5676,24.5091,300.0,89.0,88.0,62.0
1790200217.8177,24.7592,300.0,89.0,88.0,63.0
1790200218.0678,25.0093,299.0,89.0,88.0,62.0
1790200218.3179,25.2593,300.0,89.0,88.0,62.0
1790200218.568,25.5094,299.0,89.0,88.0,63.0
1790200218.8181,25.7595,300.0,89.0,88.0,63.0
1790200219.0681,26.0096,299.0,89.0,88.0,62.0
1790200219.3182,26.2596,300.0,89.0,88.0,63.0
1790200219.5695,26.5109,300.0,89.0,88.0,62.0
1790200219.8196,26.761,299.0,89.0,88.0,63.0
1790200220.0697,27.0111,300.0,89.0,88.0,63.0
1790200220.3197,27.2612,299.0,89.0,88.0,63.0
1790200220.5711,27.5126,300.0,89.0,88.0,63.0
1790200220.8212,27.7626,299.0,89.0,88.0,63.0
1790200221.0713,28.0127,300.0,89.0,88.0,63.0
1790200221.3214,28.2628,299.0,89.0,88.0,63.0
1790200221.5728,28.5143,300.0,89.0,88.0,63.0
1790200221.8229,28.7644,300.0,89.0,88.0,63.0
