timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790253147.7738,0.0001,0.0,0.0,0.0,0.0
1790253148.0239,0.2501,0.0,0.0,0.0,0.0
1790253148.2739,0.5002,0.0,0.0,0.0,0.0
