"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"HIP_API",2011,860328784,427811.429140,99.68,80,408707207,11145378.731307
"MEMORY_COPY",3,1413318,471106.000000,0.1637,103166,932811,422695.650469
"KERNEL_DISPATCH",155,1377204,8885.187097,0.1596,1241,30122,9536.469228
