timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790264078.0406,0.0001,0.0,0.0,0.0,0.0
1790264078.2906,0.2501,0.0,0.0,0.0,0.0
1790264078.5407,0.5002,0.0,0.0,0.0,0.0
1790264078.7907,0.7502,0.0,0.0,0.0,0.0
1790264079.0408,1.0003,0.0,0.0,0.0,0.0
1790264079.2908,1.2504,0.0,0.0,0.0,0.0
1790264079.5409,1.5004,0.0,0.0,0.0,0.0
1790264079.7909,1.7505,0.0,0.0,0.0,0.0
1790264080.041,2.0005,0.0,0.0,0.0,0.0
1790264080.291,2.2506,0.0,0.0,0.0,0.0
1790264080.5411,2.5006,0.0,0.0,0.0,0.0
1790264080.7912,2.7507,0.0,0.0,0.0,0.0
1790264081.0412,3.0007,0.0,0.0,0.0,0.0
1790264081.2913,3.2508,0.0,0.0,0.0,0.0
1790264081.5413,3.5008,0.0,0.0,0.0,0.0
1790264081.7914,3.7509,0.0,0.0,0.0,0.0
1790264082.0414,4.001,0.0,0.0,0.0,0.0
1790264082.2915,4.251,0.0,0.0,0.0,0.0
1790264082.5415,4.5011,0.0,0.0,0.0,0.0
1790264082.7916,4.7511,0.0,0.0,0.0,0.0
1790264083.0416,5.0012,0.0,0.0,0.0,0.0
1790264083.2917,5.2512,0.0,0.0,0.0,0.0
1790264083.5418,5.5013,0.0,0.0,0.0,0.0
1790264083.7918,5.7513,0.0,0.0,0.0,0.0
1790264084.0419,6.0014,0.0,0.0,0.0,0.0
1790264084.2919,6.2514,0.0,0.0,0.0,0.0
1790264084.542,6.5015,0.0,0.0,0.0,0.0
