timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790264113.743,0.0001,0.0,0.0,0.0,0.0
1790264113.9931,0.2502,0.0,0.0,0.0,0.0
1790264114.2432,0.5002,0.0,0.0,0.0,0.0
