timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790252515.5949,0.0001,0.0,0.0,0.0,0.0
1790252515.8449,0.2502,0.0,0.0,0.0,0.0
1790252516.095,0.5002,0.0,0.0,0.0,0.0
1790252516.345,0.7503,0.0,0.0,0.0,0.0
1790252516.5951,1.0003,0.0,0.0,0.0,0.0
1790252516.8451,1.2504,0.0,0.0,0.0,0.0
1790252517.0952,1.5004,0.0,0.0,0.0,0.0
1790252517.3452,1.7505,0.0,0.0,0.0,0.0
1790252517.5953,2.0005,0.0,0.0,0.0,0.0
1790252517.8453,2.2506,0.0,0.0,0.0,0.0
1790252518.0954,2.5006,0.0,0.0,0.0,0.0
1790252518.3454,2.7507,0.0,0.0,0.0,0.0
1790252518.5955,3.0007,0.0,0.0,0.0,0.0
1790252518.8455,3.2508,0.0,0.0,0.0,0.0
1790252519.0956,3.5008,0.0,0.0,0.0,0.0
1790252519.3456,3.7509,0.0,0.0,0.0,0.0
1790252519.5957,4.001,0.0,0.0,0.0,0.0
1790252519.8457,4.251,0.0,0.0,0.0,0.0
1790252520.0958,4.501,0.0,0.0,0.0,0.0
1790252520.3458,4.7511,0.0,0.0,0.0,0.0
1790252520.5959,5.0012,0.0,0.0,0.0,0.0
1790252520.8459,5.2512,0.0,0.0,0.0,0.0
1790252521.096,5.5013,0.0,0.0,0.0,0.0
1790252521.346,5.7513,0.0,0.0,0.0,0.0
1790252521.5961,6.0014,0.0,0.0,0.0,0.0
1790252521.8461,6.2514,0.0,0.0,0.0,0.0
1790252522.0962,6.5014,0.0,0.0,0.0,0.0
1790252522.3462,6.7515,0.0,0.0,0.0,0.0
1790252522.5963,7.0016,0.0,0.0,0.0,0.0
1790252522.8463,7.2516,0.0,0.0,0.0,0.0
1790252523.0964,7.5017,0.0,0.0,0.0,0.0
1790252523.3465,7.7517,0.0,0.0,0.0,0.0
1790252523.5965,8.0018,0.0,0.0,0.0,0.0
1790252523.8465,8.2518,0.0,0.0,0.0,0.0
1790252524.0966,8.5019,0.0,0.0,0.0,0.0
1790252524.3466,8.7519,0.0,0.0,0.0,0.0
1790252524.5967,9.002,0.0,0.0,0.0,0.0
1790252524.8467,9.252,0.0,0.0,0.0,0.0
1790252525.0968,9.502,0.0,0.0,0.0,0.0
1790252525.3468,9.7521,0.0,0.0,0.0,0.0
1790252525.5969,10.0021,0.0,0.0,0.0,0.0
1790252525.8469,10.2522,0.0,0.0,0.0,0.0
1790252526.097,10.5022,0.0,0.0,0.0,0.0
1790252526.347,10.7523,0.0,0.0,0.0,0.0
