"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"hipDriverGetVersion",1,113171051,113171051.000000,99.89,113171051,113171051,0.00000000e+00
"hipGetProcAddress",11,106615,9692.272727,0.0941,411,100166,30007.531901
"hipGetDevicePropertiesR0600",3,6959,2319.666667,6.142e-03,1251,3825,1341.408712
"hipGetDeviceCount",3,5007,1669.000000,4.419e-03,80,4817,2726.289236
"hipDevicePrimaryCtxGetState",3,2162,720.666667,1.908e-03,90,1962,1075.072711
"hipGetDevice",4,1942,485.500000,1.714e-03,90,1472,659.556164
