timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790253258.235,0.0001,0.0,0.0,0.0,0.0
1790253258.485,0.2502,0.0,0.0,0.0,0.0
1790253258.7351,0.5002,0.0,0.0,0.0,0.0
1790253258.9851,0.7503,0.0,0.0,0.0,0.0
1790253259.2352,1.0003,0.0,0.0,0.0,0.0
1790253259.4852,1.2503,0.0,0.0,0.0,0.0
1790253259.7353,1.5004,0.0,0.0,0.0,0.0
1790253259.9853,1.7504,0.0,0.0,0.0,0.0
1790253260.2354,2.0005,0.0,0.0,0.0,0.0
1790253260.4854,2.2505,0.0,0.0,0.0,0.0
1790253260.7355,2.5006,0.0,0.0,0.0,0.0
1790253260.9855,2.7506,0.0,0.0,0.0,0.0
1790253261.2356,3.0007,0.0,0.0,0.0,0.0
1790253261.4856,3.2507,0.0,0.0,0.0,0.0
1790253261.7357,3.5008,0.0,0.0,0.0,0.0
1790253261.9857,3.7508,0.0,0.0,0.0,0.0
1790253262.2358,4.0009,0.0,0.0,0.0,0.0
1790253262.4858,4.2509,0.0,0.0,0.0,0.0
1790253262.7359,4.501,0.0,0.0,0.0,0.0
1790253262.9859,4.751,0.0,0.0,0.0,0.0
1790253263.236,5.0011,0.0,0.0,0.0,0.0
1790253263.486,5.2511,0.0,0.0,0.0,0.0
1790253263.7361,5.5012,0.0,0.0,0.0,0.0
1790253263.9862,5.7513,0.0,0.0,0.0,0.0
1790253264.2362,6.0013,0.0,0.0,0.0,0.0
1790253264.4863,6.2514,0.0,0.0,0.0,0.0
1790253264.7363,6.5014,0.0,0.0,0.0,0.0
1790253264.9864,6.7515,0.0,0.0,0.0,0.0
1790253265.2364,7.0015,0.0,0.0,0.0,0.0
1790253265.4865,7.2516,0.0,0.0,0.0,0.0
1790253265.7365,7.5016,0.0,0.0,0.0,0.0
1790253265.9866,7.7517,0.0,0.0,0.0,0.0
1790253266.2367,8.0018,0.0,0.0,0.0,0.0
1790253266.4867,8.2518,0.0,0.0,0.0,0.0
1790253266.7368,8.5019,0.0,0.0,0.0,0.0
1790253266.9868,8.7519,0.0,0.0,0.0,0.0
1790253267.2369,9.002,0.0,0.0,0.0,0.0
1790253267.4869,9.252,0.0,0.0,0.0,0.0
1790253267.737,9.5021,0.0,0.0,0.0,0.0
1790253267.987,9.7521,0.0,0.0,0.0,0.0
1790253268.2371,10.0022,0.0,0.0,0.0,0.0
1790253268.4872,10.2523,0.0,0.0,0.0,0.0
1790253268.7372,10.5023,0.0,0.0,0.0,0.0
1790253268.9873,10.7524,0.0,0.0,0.0,0.0
1790253269.2373,11.0024,0.0,0.0,0.0,0.0
1790253269.4874,11.2525,0.0,0.0,0.0,0.0
1790253269.7374,11.5025,0.0,0.0,0.0,0.0
1790253269.9875,11.7526,0.0,0.0,0.0,0.0
1790253270.2375,12.0026,0.0,0.0,0.0,0.0
1790253270.4876,12.2527,0.0,0.0,0.0,0.0
1790253270.7377,12.5028,0.0,0.0,0.0,0.0
1790253270.9877,12.7528,0.0,0.0,0.0,0.0
1790253271.2378,13.0029,0.0,0.0,0.0,0.0
1790253271.4878,13.2529,0.0,0.0,0.0,0.0
1790253271.7379,13.503,0.0,0.0,0.0,0.0
1790253271.9879,13.753,0.0,0.0,0.0,0.0
1790253272.238,14.0031,0.0,0.0,0.0,0.0
1790253272.488,14.2531,0.0,0.0,0.0,0.0
1790253272.7381,14.5032,0.0,0.0,0.0,0.0
1790253272.9882,14.7533,0.0,0.0,0.0,0.0
1790253273.2382,15.0033,0.0,0.0,0.0,0.0
1790253273.4883,15.2534,0.0,0.0,0.0,0.0
1790253273.7383,15.5034,0.0,0.0,0.0,0.0
1790253273.9884,15.7535,0.0,0.0,0.0,0.0
1790253274.2384,16.0035,0.0,0.0,0.0,0.0
1790253274.4885,16.2536,0.0,0.0,0.0,0.0
1790253274.7385,16.5037,0.0,0.0,0.0,0.0
1790253274.9886,16.7537,0.0,0.0,0.0,0.0
1790253275.2387,17.0038,0.0,0.0,0.0,0.0
1790253275.4887,17.2538,0.0,0.0,0.0,0.0
1790253275.7388,17.5039,0.0,0.0,0.0,0.0
1790253275.9888,17.7539,0.0,0.0,0.0,0.0
1790253276.2389,18.004,0.0,0.0,0.0,0.0
1790253276.4889,18.254,0.0,0.0,0.0,0.0
1790253276.739,18.5041,0.0,0.0,0.0,0.0
1790253276.989,18.7541,0.0,0.0,0.0,0.0
1790253277.2391,19.0042,0.0,0.0,0.0,0.0
1790253277.4891,19.2542,0.0,0.0,0.0,0.0
1790253277.7392,19.5043,0.0,0.0,0.0,0.0
1790253277.9892,19.7544,0.0,0.0,0.0,0.0
1790253278.2393,20.0044,0.0,0.0,0.0,0.0
1790253278.4894,20.2545,0.0,0.0,0.0,0.0
1790253278.7394,20.5045,0.0,0.0,0.0,0.0
1790253278.9895,20.7546,0.0,0.0,0.0,0.0
1790253279.2395,21.0046,0.0,0.0,0.0,0.0
1790253279.4896,21.2547,0.0,0.0,0.0,0.0
1790253279.7396,21.5047,0.0,0.0,0.0,0.0
1790253279.9897,21.7548,0.0,0.0,0.0,0.0
1790253280.2397,22.0048,0.0,0.0,0.0,0.0
1790253280.4898,22.2549,0.0,0.0,0.0,0.0
1790253280.7398,22.5049,0.0,0.0,0.0,0.0
