timestamp,elapsed_s,power_w,hotspot_temp_c,mem_temp_c,edge_temp_c
1790263789.7602,0.0001,0.0,0.0,0.0,0.0
1790263790.0102,0.2501,0.0,0.0,0.0,0.0
1790263790.2603,0.5002,0.0,0.0,0.0,0.0
1790263790.5103,0.7502,0.0,0.0,0.0,0.0
1790263790.7604,1.0003,0.0,0.0,0.0,0.0
1790263791.0104,1.2503,0.0,0.0,0.0,0.0
1790263791.2605,1.5004,0.0,0.0,0.0,0.0
1790263791.5105,1.7505,0.0,0.0,0.0,0.0
1790263791.7606,2.0005,0.0,0.0,0.0,0.0
1790263792.0107,2.2506,0.0,0.0,0.0,0.0
1790263792.2607,2.5006,0.0,0.0,0.0,0.0
1790263792.5108,2.7507,0.0,0.0,0.0,0.0
1790263792.7608,3.0007,0.0,0.0,0.0,0.0
1790263793.0109,3.2508,0.0,0.0,0.0,0.0
1790263793.2609,3.5008,0.0,0.0,0.0,0.0
1790263793.511,3.7509,0.0,0.0,0.0,0.0
1790263793.761,4.0009,0.0,0.0,0.0,0.0
1790263794.0111,4.251,0.0,0.0,0.0,0.0
1790263794.2611,4.5011,0.0,0.0,0.0,0.0
1790263794.5112,4.7511,0.0,0.0,0.0,0.0
